1,45.54878067970276
2,29.142629384994507
3,25.360347032546997
4,24.96752905845642
5,21.443031311035156
6,21.99248218536377
7,20.860069513320923
8,21.36859917640686
9,22.415659427642822
10,23.38977360725403
11,23.836434364318848
12,23.758436918258667
1,50.212897539138794
2,32.10172462463379
3,35.14168882369995
4,27.266633987426758
5,26.783426761627197
6,48.076647996902466
7,22.838717460632324
8,24.692354202270508
9,26.558379411697388
10,26.20262885093689
11,28.137110710144043
12,26.150867700576782
1,49.617817401885986
2,35.922189235687256
3,33.98377466201782
4,34.21315145492554
5,30.368656396865845
6,26.010480403900146
7,25.24779200553894
8,25.993359327316284
9,26.269013166427612
10,28.963836193084717
11,25.827669143676758
12,29.449212074279785
1,44.50223708152771
2,27.970165252685547
3,23.24095320701599
4,22.24440050125122
5,20.98434281349182
6,20.617166757583618
7,22.063944578170776
8,20.81034779548645
9,21.477567434310913
10,21.6651508808136
11,22.263282537460327
